"RES#";"ROCK";"ROCKUNIT";"CNTRY";"COMP";"CRAT";"SLAT";"SLON";"LMA";"HMA";"ISOAGE";"AGEREF";"AGEREF2";"MET";"AGE";"B";"N";"P";"R%";"D";"I";"alfa95";"k";"PLAT";"PLON";"DP";"DM";"A95";"1";"2";"3";"4";"5";"6";"PMAGREF";"COMMENT";"RECALC"
"10653";"i";"Umkondo dyke Dewaras, Zimbabwe";"ZW";NULL;"Zimbabwe";"-17.0";"30.5";"1104";"1120";"1111.8 ± 8.1, 1100 ± 270";"De Kock et al. (2014)";"Hanson et al. (2004a)";"g, d";"1110";"1";"7*";"N";"0";"10.6";"9.3";"11.6";"27.8";"65.1";"55.6";"5.9";"11.7";"8.3";"1";"0";"1";"0";"1";"1";"Wilson et al. (1987)";NULL;"0"
"10654";"i";"Kromberg basal sill";"ZA";"L4";"Kalahari";"-26.0";"31.0";"1000";"3455";NULL;"APWP";NULL;"a, m";"1100";"7";"?";"R";"100";"177.3";"10.9";"7.6";"64.6";"-69.3";"203.4";"3.9";"7.7";"6.1";"0";"0";"1";"0";"0";"0";"Biggin et al. (2011)";"ChRM is odd. It can be ~1.1 Ga overprint (Anna Rust sheet)";"0"
"10655";"i";"O'Kiep intrusion";"ZA";NULL;"Natal-Namaqua";"-29.6";"17.9";"1028";"1088";"1058 ± 30";"Robb et al. (1999)";NULL;"e";"1058";"10";"11";"R";"100";"130.0";"-55.5";"6.4";"58.0";"9.3";"338.9";"6.5";"9.1";"7.7";"1";"0";"1";"0";"0";"0";"Müller et al. (1978)";NULL;"0"
"10656";"i";"Badplaas-Barberton -P4 dykes";"ZA";"P4";"Kalahari";"-25.7";"30.8";"1850";"1950";NULL;"APWP";NULL;"a, m";"1900";"7";"39";"R";"100";"132.7";"-79.6";"21.4";"8.9";"-11.3";"15.8";"39.0";"40.8";"39.9";"0";"0";"0";"0";"1";"0";"Maré and Fourie (2012)";"Age interpolated from APWP of Lubnina et al. (2010). Very scattered data.";"0"
"10657";"i";"Umkondo lavas of Zimbabwe";"ZW";NULL;"Zimbabwe";"-20.4";"32.4";"1107";"1113";"1110 ± 3, 1111 ± 2";"Hanson et al. (2004a)";NULL;"g";"1110";"9";"21";"R";"100";"172.4";"-12.5";"15.0";"12.7";"62.3";"15.9";"7.8";"15.3";"10.9";"1";"1";"1";"0";"1";"0";"Gose et al. (2006)";"Data from McElhinny (1966) tabulated by Gose et al. (2006).";"0"
"10658";"i";"Umkondo dolerites of Zimbabwe";"ZW";NULL;"Zimbabwe";"-19.0";"32.8";"1107";"1113";"1110 ± 3, 1111 ± 2";"Hanson et al. (2004a)";NULL;"g";"1110";"8";"67";"R";"100";"180.0";"-8.7";"5.7";"95.4";"66.6";"32.8";"2.9";"5.8";"4.1";"0";"1";"1";"0";"1";"0";"Gose et al. (2006)";"Data from McElhinny and Opdyke (1964) tabulated by Gose et al. (2006).";"0"
"10659";"s";"Serie Lie de Vin sediments";"MO";NULL;"West Africa";"30.5";"351.5";"513";"600";NULL;"APWP";NULL;"a, s";"557";"8";"8";"R";"100";"124.0";"-1.7";"20.5";"8.2";"-29.2";"63.3";"10.3";"20.5";"14.5";"0";"0";"0";"0";"1";"0";"Martin et al. (1978)";"Possibly Late Precambrian.";"0"
"10660";"s";"Konder formation -C";"RU";NULL;"Siberia-Aldan";"57.0";"132.0";"980";"1180";NULL;"APWP";NULL;"a, m";"1080";"2";"22*";"C";"32";"49.0";"-39.2";"8.8";"13.5";"2.2";"266.3";"5.6";"9.7";"7.4";"0";"0";"1";"1";"1";"1";"Veselovskiy et al. (2009)";NULL;"0"
"10661";"s";"Konder formation -N";"RU";NULL;"Siberia-Aldan";"57.0";"132.0";"980";"1180";NULL;"APWP";NULL;"a, m";"1080";"1";"15*";"N";"0";"47.2";"-39.6";"10.5";"14.4";"1.2";"269.3";"7.6";"12.6";"9.8";"0";"0";"1";"1";"1";"1";"Veselovskiy et al. (2009)";"Sample level, tilt test positive.";"0"
"10662";"s";"Konder formation -R";"RU";NULL;"Siberia-Aldan";"57.0";"132.0";"980";"1180";NULL;"APWP";NULL;"a, m";"1080";"1";"7*";"R";"100";"232.8";"38.4";"19.5";"10.6";"-0.2";"264.2";"13.7";"23.1";"17.8";"0";"0";"1";"1";"1";"1";"Veselovskiy et al. (2009)";"Sample level, tilt test positive.";"0"
"10663";"i";"Mejeira redbeds";"MR";"Int.";"West Africa";"18.1";"347.7";"513";"650";NULL;"APWP";NULL;"a, s";"582";"4";"17";"R";"100";"137.1";"14.4";"13.2";"49.0";"-40.5";"49.9";"6.9";"13.5";"9.7";"0";"0";"0";"0";"1";"0";"Kent et al. (1984)";NULL;"0"
"10664";"s";"Toussiana sandstone";"BF";NULL;"West Africa";"11.2";"355.7";"650";"1100";NULL;"APWP";NULL;"a, m";"800";"9";"14";"N";"0";"300.2";"-26.1";"10.1";"27.0";"-25.9";"73.4";"5.9";"10.9";"10.9";"0";"0";"1";"0";"1";"0";"Boudzoumou et al. (2011)";"Isotopic age of 775 ± 52 not considered reliable.";"0"
"10665";"s";"Balhashskaya suite";"RU";"A";"Central Asia / Altaids";"50.0";"88.6";"513";"600";NULL;"Pechersky and Didenko (2005)";NULL;"s";"557";"7";"36*";"M";"70";"148.0";"-23.0";"16.0";"12.0";"43.8";"314.5";"9.0";"17.0";"12.4";"0";"1";"1";"0";"1";"1";"Pechersky and Didenko (2005)";NULL;"0"
"10666";"s";"Tabin suite, Boks formation";"RU";NULL;"Central Asia / Altaids";"47.0";"97.0";"518";"630";NULL;"Kravchinsky et al. (2010)";NULL;"s";"574";"5";"11*";"M";"?";"2.0";"-1.9";"16.3";"8.8";"38.9";"277.9";"8.2";"16.3";"11.6";"0";"0";"1";"1";"0";"1";"Kravchinsky et al. (2010)";"Site latitude and longitude are estimates.";"0"
"10667";"i";"Mount Timna  dolerite dyke";"IS";"HT";"Arabia";"29.8";"34.9";"522";"562";"625 ± 5, 609 ± 10, 610 ± 8, 611 ± 10, 592 ± 7";"Kröner and Beyth (1990)";"Halpern and Tristan (1981)";"a, g, e/f";"542";"1";"6*";"N";"0";"318.0";"0.0";"2.0";"1876.0";"40.2";"276.0";"2.0";"4.0";"2.8";"0";"0";"1";"0";"1";"0";"Marco et al. (1993)";"Interpreted as late Precambrian - early Cambrian pole. Isotopic ages concern other igneous rocks in Timna area - dykes not dated directly.";"0"
"10668";"i";"Dalmein Pluton";"ZA";NULL;"Kaapvaal";"-26.1";"30.9";"3212";"3218";"3216 +2/-4";"Poujol et al. (2003)";NULL;"g";"3215";"1";"10*";"N";"0";"80.3";"66.0";"3.6";"185.2";"13.2";"253.2";"4.8";"5.9";"5.3";"1";"0";"1";"0";"0";"0";"Tarduno et al. (2007)";NULL;"0"
"10669";"i";"NE dykes";"ZA";NULL;"Kaapvaal";"-26.1";"30.4";"2050";"2250";NULL;"APWP";NULL;"a, m";"2150";"1";"6*";"N";"0";"71.8";"37.7";"17.3";"16.0";"5.9";"93.4";"12.0";"20.4";"15.6";"0";"0";"1";"0";"1";"0";"Lubnina et al. (2010b)";"Only N, Table 1 & 4.";"0"
"10670";"i";"Shumimka granite -C";"RU";NULL;"Siberia - Sharyzhalgai inlier";"52.1";"103.8";"1843";"1858";"1854 ± 4, 1855 ± 5, 1844 ± 1";"Larin and Salnikova (2003)";NULL;"c, g";"1854";"1";"69*";"C";"46";"173.0";"26.0";"5.9";"9.4";"-23.9";"110.0";"3.4";"6.4";"4.7";"1";"0";"0";"0";"1";"1";"Didenko et al. (2005)";"D/I very close to that of entry 9224.";"0"
"10671";"i";"Shumimka granite -N";"RU";NULL;"Siberia - Sharyzhalgai inlier";"52.1";"103.8";"1843";"1858";"1854 ± 4, 1855 ± 5, 1844 ± 1";"Larin and Salnikova (2003)";NULL;"c, g";"1854";"1";"37*";"N";"0";"359.2";"-20.0";"9.0";"7.9";"-27.6";"104.5";"4.9";"9.4";"6.8";"1";"0";"0";"0";"1";"1";"Didenko et al. (2005)";NULL;"0"
"10672";"i";"Shumimka granite -R";"RU";NULL;"Siberia - Sharyzhalgai inlier";"52.1";"103.8";"1843";"1858";"1854 ± 4, 1855 ± 5, 1844 ± 1";"Larin and Salnikova (2003)";NULL;"c, g";"1854";"1";"32*";"R";"100";"169.9";"33.8";"6.8";"15.1";"-18.8";"113.7";"4.4";"7.8";"5.9";"1";"0";"0";"0";"1";"1";"Didenko et al. (2005)";NULL;"0"
"10673";"i";"Hlagothi complex";"ZA";"A";"Kaapvaal";"-28.5";"30.9";"2750";"2850";NULL;"APWP";NULL;"a, m";"2800";"3";"19";"R";"100";"81.9";"-61.1";"13.4";"86.0";"-24.3";"337.3";"15.8";"20.6";"18.0";"0";"0";"1";"0";"1";"1";"Gumsley et al. (2013)";"This is post-Pongola overprint. AF demagnetization shows hints of dual polarity.";"0"
"10674";"i";"Hlagothi complex";"ZA";"B";"Kaapvaal";"-28.5";"30.9";"2750";"2850";NULL;"APWP";NULL;"a, m";"2800";"1";"6*";"N";"0";"252.0";"59.2";"9.3";"126.7";"-31.0";"332.7";"10.4";"13.9";"12.0";"0";"0";"1";"0";"1";"0";"Gumsley et al. (2013)";"This is post-Pongola overprint. Direction not far from antipodality with A component.";"0"
"10675";"i";"Hlagothi complex";"ZA";"D";"Kaapvaal";"-28.5";"30.9";"2864";"2876";"2866 ± 2, 2874 ± 2";"Gumsley et al. (2013)";NULL;"a, m";"2870";"1";"8*";"N";"0";"12.0";"27.0";"8.4";"38.1";"-45.7";"227.7";"5.0";"9.1";"6.7";"1";"0";"1";"0";"1";"0";"Gumsley et al. (2013)";"Is interpreted to represent the primary magmatic age.";"0"
"10676";"i";"Badplaas-Barberton P1 dykes";"ZA";"P1";"Kaapvaal";"-25.7";"30.8";"2850";"2950";NULL;"APWP";NULL;"a, m";"2900";"8";"46";"N";"0";"302.8";"57.2";"8.2";"46.2";"6.0";"349.6";"8.7";"12.0";"10.2";"0";"1";"0";"0";"1";"0";"Maré and Fourie (2012)";"Can be feeders to Nsuze (Pongola group). Pole close to Usushwana by Layer et al. (1988).";"0"
"10677";"i";"Badplaas-Barberton P2 dykes";"ZA";"P2";"Kaapvaal";"-25.7";"30.8";"2600";"2700";NULL;"APWP";NULL;"a, m";"2650";"6";"26";"N";"0";"177.6";"52.1";"11.7";"34.0";"-76.2";"16.7";"11.0";"16.0";"13.3";"0";"1";"0";"0";"1";"0";"Maré and Fourie (2012)";"Age estimate by Lubnina et al. (2010) APWP (pole H). Pole close to Allanridge bs-pole.";"0"
"10678";"s";"Hooggenoeg - Noisy formation";"ZA";"NfT";"Kaapvaal";"-26.0";"31.0";"900";"3505";"3455.2 ± 7.5";"Biggin et al. (2011)";NULL;"a, g";"3455";"1";"30*";"R";"100";"167.0";"-33.8";"5.4";"25.1";"43.7";"13.8";"3.1";"5.5";"4.8";"0";"0";"1";"0";"0";"0";"Biggin et al. (2011)";"ChRM is odd. Can be a ~1.1 Ga overprint.";"0"
"10679";"i";"Hooggenoeg basalts and dykes";"ZA";"HT1";"Kaapvaal";"-26.0";"31.0";"2900";"3330";NULL;"APWP";NULL;"a, m";"3230";"6";"44";"N";"0";"169.8";"58.1";"6.1";"121.9";"74.6";"62.4";"6.6";"9.0";"7.5";"0";"0";"1";"0";"1";"0";"Biggin et al. (2011)";"ChRM is post-folding, either 2.9 or ~3.23 Ga, can also be ~Bushveld-Vredefort age.";"0"
"10680";"i";"Mamainse Point volcanics -C (lower N2, upper R1)";"CA";NULL;"Laurentia-Superior";"47.0";"275.3";"1099";"1101";"1100.4 ± 0.3";"Swanson-Hysell et al. (2014)";"APWP";"g, a";"1100";"24";"125";"C";"42";"294.5";"46.1";"4.7";"44.1";"36.0";"188.5";"3.9";"6.0";"4.8";"1";"1";"1";"1";"1";"1";"Swanson-Hysell et al. (2014a)";"Combination of entries 10682 and 100376. Isotopic age from upper R1 unit.";"0"
"10681";"i";"Lower Mamainse Point volcanics -R1";"CA";NULL;"Laurentia-Superior";"47.0";"275.3";"1100";"1110";NULL;"APWP";NULL;"a, corr.";"1105";"14";"57";"R";"100";"106.0";"-57.7";"3.9";"107.2";"37.5";"205.2";"4.2";"5.7";"4.8";"0";"1";"1";"1";"1";"0";"Swanson-Hysell et al. (2014a)";"Age based on comparison with Osler datings.";"0"
"10682";"i";"Lower Mamainse Point volcanics -N2";"CA";NULL;"Laurentia-Superior";"47.0";"275.3";"1099";"1101";NULL;"APWP";NULL;"a, corr.";"1100";"14";"73";"N";"0";"296.3";"47.2";"7.5";"34.3";"37.8";"188.1";"6.3";"9.7";"7.8";"0";"1";"1";"1";"1";"1";"Swanson-Hysell et al. (2014a)";"N2 is stratigraphically below R1. This supersedes 100374.";"0"
"10683";"i";"Uppermost Mamainse Point volcanics -N1";"CA";NULL;"Laurentia-Superior";"47.0";"275.3";"1095";"1100";NULL;"APWP";NULL;"a, corr.";"1098";"27";"150";"N";"0";"295.7";"39.6";"2.3";"152.7";"33.6";"183.0";"1.6";"2.7";"2.1";"0";"1";"1";"1";"1";"0";"Swanson-Hysell et al. (2014a)";"Unit N1, data from site MP306 omitted as anomalous.";"0"
"10684";"i";"Lowermost Mamainse Point volcanics -R2";"CA";NULL;"Laurentia-Superior";"47.0";"275.3";"1100";"1120";NULL;"APWP";NULL;"a, corr.";"1110";"24";"117";"R";"100";"112.8";"-72.5";"3.2";"88.7";"49.5";"227.0";"5.0";"5.6";"5.3";"0";"1";"1";"1";"1";"0";"Swanson-Hysell et al. (2014a)";NULL;"0"
"10685";"i";"Hooggenoeg basalts and dykes";"ZA";"HT2";"Kaapvaal";"-26.0";"31.0";"3405";"3505";"3455.2 ± 7.5";"Biggin et al. (2011)";NULL;"a, g";"3455";"4";"28";"N";"0";"36.9";"62.9";"15.3";"37.3";"12.0";"57.0";"18.9";"24.0";"22.2";"0";"0";"1";"0";"1";"0";"Biggin et al. (2011)";"Maybe seds + intrus. ChRM is post-folding, can be ~2.0 Ga.";"0"
"10686";"i";"Hooggenoeg dacite host";"ZA";NULL;"Kaapvaal";"-25.9";"31.0";"3426";"3456";"3438 ± 12, 3451 ± 5";"Kröner and Todt (1998)";"De Vries et al. (2006)";"g";"3441";"3";"15";"N";"0";"267.4";"44.5";"31.5";"16.4";"-13.3";"323.9";"25.0";"39.6";"31.5";"1";"0";"1";"0";"0";"0";"Usui et al. (2009)";"Lot of scatter and few samples, not very reliable. Can be ~3455 Ma, here untilted (see Biggin).";"0"
"10687";"s";"Hooggenoeg-Kromberg rocks";"ZA";"MT";"Kaapvaal";"-26.0";"31.0";"2600";"2800";NULL;"APWP";NULL;"a, m";"2700";"3";"14";"N";"0";"321.8";"85.6";"13.1";"50.4";"-19.0";"25.3";"25.6";"26.0";"25.7";"0";"0";"1";"0";"0";"0";"Biggin et al. (2011)";NULL;"0"
"10688";"i";"Widgiemooltha dyke suite";"AU";NULL;"Yilgarn";"-32.0";"122.0";"2412";"2418";"2418 ± 3, 2410.3 ± 2.1";"Nemchin and Pidgeon (1998)";"French et al. (2002)";"g";"2415";"8";"137";"N";"0";"245.3";"-65.5";"5.8";"92.0";"8.2";"336.0";"7.7";"9.4";"8.5";"1";"1";"1";"1";"1";"0";"Smirnov et al. (2013)";NULL;"0"
"10689";"i";"Erayinia mafic dykes";"AU";NULL;"Yilgarn";"-31.2";"122.5";"2391";"2411";"2401 ± 1";"Pisarevsky et al. (2015)";NULL;"g";"2401";"8";"53";"R";"0";"77.6";"75.9";"6.3";"70.2";"22.7";"330.5";"10.7";"11.6";"11.4";"1";"1";"1";"0";"1";"0";"Pisarevsky et al. (2015)";"One specimen supports baked contact test.";"0"
"10690";"s";"Chernokamenskay group sediments -C";"RU";NULL;"Baltica-Ural";"58.5";"58.4";"544";"570";"557 ± 13";"Ronkin et al. (2006)";NULL;"g";"557";"19";"110";"C";"16";"297.2";"8.0";"8.4";"16.8";"-17.3";"126.7";"4.3";"8.5";"6.0";"1";"1";"1";"0";"0";"1";"Fedorova et al. (2014)";"Dated layer is tuff. Structural correction is synfolding - type inconclusive.";"0"
"10691";"s";"Chernokamenskay group sediments -R";"RU";NULL;"Baltica-Ural";"58.5";"58.4";"544";"570";"557 ± 13";"Ronkin et al. (2006)";NULL;"g";"557";"3";"16";"R";"100";"290.5";"-14.8";"8.0";"240.5";"-4.0";"126.9";"4.2";"8.2";"5.9";"1";"0";"1";"0";"0";"1";"Fedorova et al. (2014)";"Dated layer is tuff. Structural correction is synfolding - type inconclusive.";"0"
"10692";"s";"Chernokamenskay group sediments -N";"RU";NULL;"Baltica-Ural";"58.5";"58.4";"544";"570";"557 ± 13";"Ronkin et al. (2006)";NULL;"g";"557";"16";"94";"N";"0";"118.5";"-12.3";"8.6";"19.6";"-19.9";"126.7";"4.4";"8.7";"6.2";"1";"1";"1";"0";"0";"1";"Fedorova et al. (2014)";"Dated layer is tuff. Structural correction is synfolding - type inconclusive.";"0"
"10693";"i";"Karelian gabbro intrusion";"RU";"C";"Karelia";"66.0";"31.8";"2400";"2500";NULL;"APWP";NULL;"a, m";"2450";"3";"5";"N";"0";"124.0";"71.0";"21.0";"35.0";"-38.6";"248.8";"31.1";"36.6";"33.7";"0";"0";"1";"0";"1";"0";"Krasnova and Gooskova (1995)";NULL;"0"
"10694";"i";"Burakovka layered intrusion, central block";"RU";"A";"Karelia";"62.1";"36.2";"2439";"2459";"2449 ± 1";"Amelin et al. (1995)";NULL;"g";"2449";"4";"11";"N";"0";"120.0";"56.3";"5.9";"49.7";"-19.5";"262.6";"6.1";"8.5";"7.2";"1";"0";"1";"0";"1";"0";"Khramov et al. (1997b)";NULL;"0"
"10695";"i";"Burakovka dykes";"RU";NULL;"Karelia";"61.9";"36.1";"2399";"2499";"2449 ± 1";"Amelin et al. (1995)";"APWP";"g, a";"2449";"4";"28";"N";"0";"146.0";"55.4";"11.6";"33.2";"-12.3";"243.5";"11.8";"16.5";"5.0";"1";"1";"1";"1";"1";"0";"Mertanen et al. (2006a)";NULL;"0"
"10696";"i";"Vodla gabbro-dolerite dyke";"RU";"2B";"Karelia";"62.1";"37.5";"2350";"2450";NULL;"APWP";NULL;"a, m";"2400";"6";"10";"N";"0";"92.0";"66.0";"8.0";"70.0";"-40.0";"278.0";"11.0";"13.0";"12.0";"0";"0";"1";"0";"1";"0";"Krasnova and Gooskova (1990)";"Dyke cuts the granite intrusion with the age of 2700 Ma.";"0"
"10697";"i";"Emestrov island intrusion, contact";"RU";"D";"Karelia";"64.2";"35.9";"2350";"2450";NULL;"APWP";NULL;"a, m";"2400";"1";"9*";"N";"0";"107.4";"11.2";"11.9";"19.8";"2.3";"287.9";"6.1";"12.1";"8.6";"0";"0";"1";"0";"1";"0";"Pisarevsky et al. (2001)";"Component connects with magn. of second generation. Location corrected.";"1"
"10698";"i";"Viianki dyke";"FI";NULL;"Karelia";"64.8";"30.1";"2360";"2400";"2370 ± 77, 2380";"Mertanen (2013)";NULL;"g";"2380";"3";"6";"R";"100";"173.9";"-72.3";"17.6";"50.2";"-81.1";"51.8";"27.6";"31.1";"29.3";"1";"0";"1";"0";"1";"0";"Mertanen and Korhonen (2011)";"Age of this result still unpublished";"0"
"10699";"s";"Matozero schist";"RU";"1";"Karelia";"62.5";"35.5";"2250";"2350";NULL;"APWP";NULL;"a, m";"2300";"2";"4*";"N";"0";"88.3";"62.7";"12.7";"33.9";"-38.8";"280.6";"15.6";"19.8";"17.6";"0";"0";"1";"0";"0";"0";"Khramov et al. (1997b)";NULL;"0"
"10700";"i";"Lakhna dykes -C";"IN";NULL;"India-Bastar";"20.8";"82.7";"1462";"1468";"1466.4 ± 2.6";"Pisarevsky et al. (2013)";NULL;"g";"1466";"10";"79";"C";"15";"48.5";"68.7";"13.2";"14.4";"41.3";"120.5";"18.9";"22.3";"20.5";"1";"1";"1";"0";"1";"1";"Pisarevsky et al. (2013b)";NULL;"0"
"10701";"i";"Lakhna dykes -N";"IN";NULL;"India-Bastar";"20.8";"82.7";"1462";"1468";"1466.4 ± 2.6";"Pisarevsky et al. (2013)";NULL;"g";"1466";"8";"67";"N";"0";"47.2";"63.1";"11.0";"26.1";"44.6";"129.9";"13.7";"17.4";"15.4";"1";"1";"1";"0";"1";"1";"Pisarevsky et al. (2013b)";NULL;"0"
"10702";"i";"Lakhna dykes -R";"IN";NULL;"India-Bastar";"20.7";"82.7";"1462";"1468";"1466.4 ± 2.6";"Pisarevsky et al. (2013)";NULL;"g";"1466";"2";"12";"R";"100";"9.6";"-85.9";NULL;NULL;"12.7";"81.3";NULL;NULL;NULL;"1";"0";"1";"0";"1";"1";"Pisarevsky et al. (2013b)";NULL;"0"
"10703";"s";"Cuddapah Basin sediments";"IN";NULL;"India-Dharwar";"14.6";"78.6";"1780";"1980";">1418 ± 8";"Belica et al. (2014)";NULL;"corr.";"1880";"6";"76";"M";"83";"303.0";"-5.8";"14.4";"41.9";"29.3";"332.9";"7.3";"14.5";"10.2";"0";"1";"0";"0";"1";"1";"Prasad (1984)";"Age 1880 Ma as readjusted by Belica et al. (2014).";"0"
"10704";"s";"Sitagota volcanics";"IN";NULL;"India-Bastar";"21.2";"81.6";"0";"2200";NULL;"APWP";NULL;"a, m";"1100";"4";"9";"R";"100";"256.9";"-27.9";"8.2";"73.4";"17.2";"160.7";"4.8";"8.9";"6.6";"0";"0";"1";"0";"1";"0";"Poornachandra Rao and Mallikharjuna Rao (1990)";"LMA ca. that of Gwalior traps. Ages only K-Ar, Rb-Sr!";"0"
"10705";"i";"Bundelkhand NE/SW third dykes";"IN";NULL;"India-Bundelkhand";"25.1";"80.1";"1250";"1350";NULL;"APWP";NULL;"a, m";"1300";"2";"40";"N";"0";"189.3";"64.5";NULL;NULL;"-18.0";"73.4";NULL;NULL;NULL;"0";"0";"1";"0";"1";"0";"Pradhan et al. (2012)";NULL;"0"
"10706";"i";"Hasanapur dolerites";"IN";NULL;"India-Dharwar";"18.5";"79.2";"1000";"1200";NULL;"APWP";NULL;"a, m";"1100";"1";"5*";"N";"0";"40.1";"-62.9";"12.5";"21.9";"17.3";"230.2";"15.4";"19.6";"17.4";"0";"0";"0";"0";"1";"0";"Subba Rao and Radhakrishna Murthy (1980)";"Probably two events. Age estimated from APWP.";"0"
"10707";"i";"Eastern Dharwar kimberlites";"IN";NULL;"India-Dharwar";"15.5";"77.0";"1070";"1140";"1079 ± 11, 1101 ± 11";"Chalapathi Rao et al. (2013)";NULL;"g, e";"1100";"8";"21";"N";"0";"38.0";"21.0";"15.8";"67.0";"44.7";"200.9";"9.2";"16.1";"12.2";"1";"0";"1";"0";"0";"0";"Venkateshwarlu and Chalapathi Rso (2013)";NULL;"0"
"10708";"i";"Matozero diabase";"RU";"1";"Karelia";"62.5";"35.5";"2250";"2350";NULL;"APWP";NULL;"a, m";"2300";"3";"9";"N";"0";"73.7";"59.0";"8.6";"28.8";"-41.9";"297.5";"9.6";"12.8";"11.1";"0";"0";"1";"0";"0";"0";"Khramov et al. (1997b)";NULL;"0"
"10709";"i";"Girvas diabase dykes";"RU";"1";"Karelia";"62.5";"33.5";"2210";"2290";"2150 ± 60";"Sokolov (1987)";NULL;"g";"2250";"3";"8";"N";"0";"89.7";"61.6";"12.7";"17.4";"-36.7";"281.0";"14.9";"19.5";"17.0";"1";"0";"1";"0";"1";"0";"Khramov et al. (1997b)";NULL;"0"
"10710";"s";"Jacobsville formation -C";"US";"J1";"Laurentia-Superior";"47.0";"271.5";"1020";"1080";NULL;"APWP";NULL;"a, m";"1045";"27";"102";"C";"40";"272.4";"-7.7";"5.9";"23.4";"-1.2";"177.1";"3.0";"5.9";"4.2";"1";"1";"1";"0";"1";"1";"Roy and Robertson (1978)";"Data from Table 2 only, B indicates the number of rows. Age estimated from APWP.";"0"
"10711";"s";"Jacobsville formation -N";"US";"J1";"Laurentia-Superior";"47.0";"271.5";"1020";"1080";NULL;"APWP";NULL;"a, m";"1045";"19";"61";"N";"0";"273.5";"-5.6";"7.1";"23.1";"0.4";"177.0";"3.6";"7.2";"5.1";"1";"1";"1";"0";"1";"1";"Roy and Robertson (1978)";"Data from Table 2 only, B indicates the number of rows. Age estimated from APWP.";"0"
"10712";"s";"Jacobsville formation -R";"US";"J1";"Laurentia-Superior";"47.0";"271.5";"1020";"1080";NULL;"APWP";NULL;"a, m";"1045";"8";"41";"R";"100";"89.8";"16.9";"7.6";"53.9";"-6.4";"175.8";"4.1";"7.9";"5.6";"1";"1";"1";"0";"1";"1";"Roy and Robertson (1978)";"Data from Table 2 only, B indicates the number of rows. Age estimated from APWP.";"0"
"10713";"i";"Dharwar 2.18 Ga dykes";"IN";NULL;"India-Dharwar";"13.7";"77.7";"2080";"2280";"2176.5 ± 3.7, 2180.8 ± 0.9";"French and Heaman (2010)";NULL;"g, a";"2180";"3";"24";"N";"0";"3.2";"56.4";"17.9";"27.4";"67.5";"84.5";"14.7";"21.4";"17.8";"0";"0";"1";"1";"1";"0";"Belica et al. (2014)";"Isotopic ages for E-W trending Bandapalem dyke and NW-SE trending Dandeli dyke.";"0"
"10714";"i";"Panozero sanukitoids";"RU";"MT";"Karelia";"63.3";"33.4";"2150";"2250";"2200";"APWP";NULL;"a, m";"2200";"3";"15*";"N";"0";"238.7";"64.2";"7.6";"26.3";"28.7";"340.8";"12.1";"9.7";"10.8";"0";"0";"1";"0";"1";"0";"Lubnina and Slabunov (2009)";NULL;"0"
"10715";"S";"Matozero schist";"RU";"2a";"Karelia";"62.5";"35.5";"2150";"2250";NULL;"APWP";NULL;"a, m";"2200";"2";"6*";"R";"100";"241.9";"-26.9";"13.3";"21.8";"-25.4";"322.3";"6.7";"12.3";"9.1";"0";"0";"1";"0";"0";"0";"Khramov et al. (1997b)";NULL;"0"
"10716";"i";"Matozero diabase";"RU";"2a";"Karelia";"62.5";"35.5";"2150";"2250";"2150 ± 60";"APWP";"Sokolov (1987)";"a, g";"2200";"2";"6*";"N";"0";"268.2";"-8.2";"18.9";"9.0";"-1.6";"301.9";"9.0";"17.9";"14.3";"0";"0";"1";"0";"0";"0";"Khramov et al. (1997b)";NULL;"0"
"10717";"i";"Jatulian basalts & gabbro-diabases";"RU";NULL;"Karelia";"63.3";"33.4";"2150";"2250";"2200";"APWP";NULL;"a, m";"2200";"?";"8*";"M";"?";"233.4";"66.2";"7.8";"50.8";"29.5";"335.8";"12.8";"10.5";"11.6";"0";"0";"1";"0";"1";"1";"Lubnina and Slabunov (2009)";NULL;"0"
"10718";"s";"Matozero schists";"RU";"C";"Karelia";"62.5";"35.5";"2040";"2160";"2150 ± 60";"APWP";"Sokolov (1987)";"a, g";"2100";"3";"6";"N";"0";"276.8";"40.3";"11.4";"25.0";"22.8";"311.0";"8.0";"13.2";"10.3";"0";"0";"1";"0";"0";"0";"Fedotova et al. (1999)";NULL;"0"
"10719";"i";"Matozero dolerites and gabbro";"RU";"C";"Karelia";"62.5";"35.5";"2040";"2160";NULL;"APWP";NULL;"a, m";"2100";"2";"4*";"N";"0";"275.4";"19.4";"19.5";"12.9";"11.0";"305.2";"10.3";"19.8";"14.3";"0";"0";"1";"0";"0";"0";"Fedotova et al. (1999)";NULL;"0"
"10720";"m";"Frontenac Grenvillian metasediments A -C";"CA";"A";"Laurentia-Grenville";"45.0";"283.6";"945";"1055";"1000, 920";"Brett and Dunlop (2008)";NULL;"c, a";"1000";"8";"82";"C";"13";"87.3";"67.8";"11.2";"16.1";"-34.7";"153.7";"15.7";"18.8";"17.2";"0";"1";"1";"0";"1";"1";"Brett and Dunlop (2008)";NULL;"0"
